,,
FCM,314.156
FEM,280.074
FEA,281.758
FEC,158.843
FOP,402.647
IB,439.753
IFGW,324.774
IFCH,127.342
IMECC,115.313
IQ,329.966
COTIL,142.709
IA,141.892
FEQ,170.741
FE,97.233
IEL,119.507
IG,69.494
FEF,378.840
IE,110.695
FEAGRI,207.323
FEEC,242.403
IC,55.399
FCA,253.345
FT,116.714
FENF,19.079
