LATITUDE,LONGITUDE,MUNICIPIO
-20.4,-44.02,BELO VALE
-16.95,-42.46,BERILO
-15.61,-41.74,BERIZAL
-17.06,-40.57,BERTOPOLIS
-19.96,-44.19,BETIM
-21.6,-43.75,BIAS FORTES
-21.72,-43.05,BICAS
-18.78,-45.5,BIQUINHAS
-21.09,-45.56,BOA ESPERANCA
-22.16,-44.39,BOCAINA DE MINAS
-17.1,-43.81,BOCAIUVA
-19.73,-45.25,BOM DESPACHO
-21.94,-44.19,BOM JARDIM DE MINAS
-21.01,-46.52,BOM JESUS DA PENHA
-19.7,-43.47,BOM JESUS DO AMPARO
-19.82,-42.31,BOM JESUS DO GALHO
-22.47,-46.14,BOM REPOUSO
-21.03,-44.75,BOM SUCESSO
-20.32,-44.23,BONFIM
-16.56,-45.99,BONFINOPOLIS DE MINAS
-15.32,-44.75,BONITO DE MINAS
-22.27,-46.16,BORDA DA MATA
-21.63,-46.39,BOTELHOS
-16.87,-43.01,BOTUMIRIM
-20.92,-43.24,BRAS PIRES
-17.01,-46,BRASILANDIA DE MINAS
-16.2,-44.42,BRASILIA DE MINAS
-22.47,-45.6,BRASOPOLIS
-19.05,-42.71,BRAUNAS
-20.14,-44.2,BRUMADINHO
-22.44,-46.35,BUENO BRANDAO
-17.87,-44.18,BUENOPOLIS
-19.42,-42.24,BUGRE
-15.61,-46.42,BURITIS
-17.35,-44.96,BURITIZEIRO
-16.03,-47.09,CABECEIRA GRANDE
-21.47,-46.39,CABO VERDE
-19.52,-44.45,CACHOEIRA DA PRATA
-22.35,-45.77,CACHOEIRA DE MINAS
-15.96,-41.49,CACHOEIRA DE PAJEU
-18.51,-49.5,CACHOEIRA DOURADA
-19.29,-44.41,CAETANOPOLIS
-19.88,-43.67,CAETE
-20.69,-41.92,CAIANA
-20.79,-42.79,CAJURI
-21.92,-46.38,CALDAS
-20.62,-45.15,CAMACHO
-22.75,-46.14,CAMANDUCAIA
-22.61,-46.05,CAMBUI
-21.85,-45.29,CAMBUQUIRA
-18.23,-41.74,CAMPANARIO
-21.83,-45.4,CAMPANHA
-21.71,-46.24,CAMPESTRE
-19.53,-49.48,CAMPINA VERDE
-16.5,-44.81,CAMPO AZUL
-20.89,-45.27,CAMPO BELO
-21.1,-45.83,CAMPO DO MEIO
-19.76,-48.57,CAMPO FLORIDO
-19.69,-46.17,CAMPOS ALTOS
-21.23,-45.75,CAMPOS GERAIS
-21.02,-45.18,CANA VERDE
-20.68,-42.62,CANAA
-18.72,-49.2,CANAPOLIS
-20.76,-45.27,CANDEIAS
-18.52,-42.62,CANTAGALO
-20.43,-41.86,CAPARAO
-20.92,-43.61,CAPELA NOVA
-17.69,-42.51,CAPELINHA
-20.61,-47.05,CAPETINGA
-19.54,-44.11,CAPIM BRANCO
-18.68,-49.57,CAPINOPOLIS
-19.06,-41.85,CAPITAO ANDRADE
-16.32,-43.71,CAPITAO ENEAS
-20.61,-46.05,CAPITOLIO
-20.17,-42.27,CAPUTIRA
-17.18,-41.69,CARAI
-20.87,-43.73,CARANAIBA
-20.95,-43.8,CARANDAI
-20.73,-42.02,CARANGOLA
-19.79,-42.13,CARATINGA
-17.52,-43.01,CARBONITA
-22.04,-45.69,CAREACU
-17.7,-40.76,CARLOS CHAGAS
-19.08,-43.14,CARMESIA
-21.46,-45.22,CARMO DA CACHOEIRA
-20.55,-44.87,CARMO DA MATA
-22.12,-45.12,CARMO DE MINAS
-20.18,-44.77,CARMO DO CAJURU
-19,-46.31,CARMO DO PARANAIBA
-20.97,-46.11,CARMO DO RIO CLARO
-20.54,-44.63,CARMOPOLIS DE MINAS
-19.69,-50.68,CARNEIRINHO
-21.48,-44.64,CARRANCAS
-21.77,-45.84,CARVALHOPOLIS
-22,-44.46,CARVALHOS
-20.79,-43.93,CASA GRANDE
-18.57,-47.87,CASCALHO RICO
-20.58,-46.92,CASSIA
-21.38,-42.69,CATAGUASES
-20.07,-43.4,CATAS ALTAS
-20.69,-43.49,CATAS ALTAS DA NORUEGA
-17.31,-41.51,CATUJI
-15.35,-42.96,CATUTI
-21.97,-44.93,CAXAMBU
-19.14,-45.71,CEDRO DO ABAETE
-18.76,-41.3,CENTRAL DE MINAS
-18.58,-49.19,CENTRALINA
-21.67,-43.22,CHACARA
-20.04,-41.68,CHALE
-17.08,-42.53,CHAPADA DO NORTE
-15.3,-45.61,CHAPADA GAUCHA
-22,-43.05,CHIADOR
-20.9,-43.36,CIPOTANEA
-20.39,-47.26,CLARAVAL
-17.08,-44.2,CLARO DOS POCOES
-20.44,-44.76,CLAUDIO
-20.85,-42.8,COIMBRA
-18.23,-42.84,COLUNA
-19.69,-49.08,COMENDADOR GOMES
-16.29,-41.79,COMERCINHO
-21.09,-46.2,CONCEICAO DA APARECIDA
-21.12,-44.47,CONCEICAO DA BARRA DE MINAS
-19.91,-48.38,CONCEICAO DAS ALAGOAS
-22.16,-45.45,CONCEICAO DAS PEDRAS
-19.92,-41.69,CONCEICAO DE IPANEMA
-19.03,-43.42,CONCEICAO DO MATO DENTRO
-19.75,-44.89,CONCEICAO DO PARA
-21.88,-45.08,CONCEICAO DO RIO VERDE
-22.41,-45.79,CONCEICAO DOS OUROS
-15.29,-44.41,CONEGO MARINHO
-19.63,-43.98,CONFINS
-22.15,-46.03,CONGONHAL
-20.5,-43.85,CONGONHAS
-18.8,-43.68,CONGONHAS DO NORTE
-19.93,-47.54,CONQUISTA
-20.66,-43.78,CONSELHEIRO LAFAIETE
-19.17,-41.47,CONSELHEIRO PENA
-22.55,-45.92,CONSOLACAO
-19.93,-44.05,CONTAGEM
-21.18,-45.44,COQUEIRAL
-16.68,-44.36,CORACAO DE JESUS
-19.12,-44.32,CORDISBURGO
-21.79,-45.7,CORDISLANDIA
-18.38,-44.45,CORINTO
-18.62,-42.28,COROACI
-18.47,-47.2,COROMANDEL
-19.51,-42.62,CORONEL FABRICIANO
-16.61,-42.18,CORONEL MURTA
-21.58,-43.26,CORONEL PACHECO
-21.02,-44.22,CORONEL XAVIER CHAVES
-19.82,-45.9,CORREGO DANTA
-22.63,-46.02,CORREGO DO BOM JESUS
-20.44,-45.55,CORREGO FUNDO
-19.83,-42.39,CORREGO NOVO
-18.07,-43.47,COUTO DE MAGALHAES DE MINAS
-17.23,-40.91,CRISOLITA
-20.87,-45.51,CRISTAIS
-16.8,-42.86,CRISTALIA
-20.83,-43.8,CRISTIANO OTONI
-22.21,-45.26,CRISTINA
-20.38,-44.33,CRUCILANDIA
-18.94,-46.67,CRUZEIRO DA FORTALEZA
-21.83,-44.8,CRUZILIA
-18.96,-41.09,CUPARAQUE
-15.93,-41.84,CURRAL DE DENTRO
-18.75,-44.43,CURVELO
-18.44,-43.65,DATAS
-22.5,-45.28,DELFIM MOREIRA
-20.34,-46.85,DELFINOPOLIS
-19.97,-47.77,DELTA
-21.46,-42.96,DESCOBERTO
-20.66,-44.33,DESTERRO DE ENTRE RIOS
-21.14,-43.51,DESTERRO DO MELO
-18.24,-43.6,DIAMANTINA
-20.48,-43.19,DIOGO DE VASCONCELOS
-19.84,-42.77,DIONISIO
-20.99,-43,DIVINESIA
-20.61,-42.14,DIVINO
-18.77,-41.48,DIVINO DAS LARANJEIRAS
-18.8,-42.59,DIVINOLANDIA DE MINAS
-20.13,-44.88,DIVINOPOLIS
-15.72,-41.34,DIVISA ALEGRE
-21.51,-46.19,DIVISA NOVA
-15.72,-41,DIVISOPOLIS
-16.65,-46.27,DOM BOSCO
-19.37,-42.1,DOM CAVATI
-18.96,-43.25,DOM JOAQUIM
-20.16,-42.96,DOM SILVERIO
-22.25,-45.16,DOM VICOSO
-21.31,-42.81,DONA EUZEBIA
-21.1,-44.02,DORES DE CAMPOS
-19.05,-42.92,DORES DE GUANHAES
-19.46,-45.6,DORES DO INDAIA
-20.97,-43.18,DORES DO TURVO
-20.28,-45.9,DORESOPOLIS
-18.43,-47.6,DOURADOQUARA
-20.2,-41.79,DURANDE
-21.61,-45.56,ELOI MENDES
-19.21,-42.04,ENGENHEIRO CALDAS
-17.28,-43.95,ENGENHEIRO NAVARRO
-19.62,-42.23,ENTRE FOLHAS
-20.67,-44.06,ENTRE RIOS DE MINAS
-20.84,-42.65,ERVALIA
-19.76,-44.31,ESMERALDAS
-20.65,-41.9,ESPERA FELIZ
-14.92,-42.81,ESPINOSA
-22.04,-45.95,ESPIRITO SANTO DO DOURADO
-22.46,-46.01,ESTIVA
-21.74,-42.46,ESTRELA DALVA
-19.52,-45.78,ESTRELA DO INDAIA
-18.74,-47.69,ESTRELA DO SUL
-21.09,-42.18,EUGENOPOLIS
-21.55,-43.51,EWBANK DA CAMARA
-22.85,-46.31,EXTREMA
-21.4,-45.82,FAMA
-20.8,-42.03,FARIA LEMOS
-18.07,-43.24,FELICIO DOS SANTOS
-16.63,-40.76,FELISBURGO
-18.75,-44.89,FELIXLANDIA
-19.15,-42.08,FERNANDES TOURINHO
-19.23,-43.02,FERROS
-20.72,-42.27,FERVEDOURO
-19.88,-44.43,FLORESTAL
-20.46,-45.42,FORMIGA
-14.94,-46.23,FORMOSO
-20.84,-46.71,FORTALEZA DE MINAS
-19.56,-44.44,FORTUNA DE MINAS
-16.99,-42.35,FRANCISCO BADARO
-17.31,-44.23,FRANCISCO DUMONT
-16.47,-43.48,FRANCISCO SA
-17.96,-42,FRANCISCOPOLIS
-18.06,-41.42,FREI GASPAR
-18.54,-41.92,FREI INOCENCIO
-18.16,-42.76,FREI LAGONEGRO
-20.26,-49.19,FRONTEIRA
-16.89,-40.92,FRONTEIRA DOS VALES
-16.13,-42.53,FRUTA DE LEITE
-20.02,-48.94,FRUTAL
-19.36,-44.05,FUNILANDIA
-18.99,-41.53,GALILEIA
-15.08,-43.12,GAMELEIRAS
-16.85,-43.69,GLAUCILANDIA
-18.98,-41.22,GOIABEIRA
-21.53,-43.2,GOIANA
-22.65,-45.85,GONCALVES
-18.82,-42.47,GONZAGA
-18.45,-43.74,GOUVEA
-18.85,-41.94,GOVERNADOR VALADARES
-16.55,-42.89,GRAO MOGOL
-18.49,-47.72,GRUPIARA
-18.77,-42.93,GUANHAES
-20.76,-45.91,GUAPE
-20.57,-43,GUARACIABA
-17.01,-43.67,GUARACIAMA
-21.29,-46.8,GUARANESIA
-21.35,-43.04,GUARANI
-21.73,-43.03,GUARARA
-17.77,-47.09,GUARDA-MOR
-21.3,-46.71,GUAXUPE
-21.15,-42.79,GUIDOVAL
-18.84,-46.79,GUIMARANIA
-21,-42.71,GUIRICEMA
-19.21,-49.78,GURINHATA
-22.06,-45.54,HELIODORA
-19.43,-42.21,IAPU
-21.43,-43.96,IBERTIOGA
-19.47,-46.53,IBIA
-16.86,-44.91,IBIAI
-15.66,-44.16,IBIRACATU
-20.46,-47.12,IBIRACI
-20.02,-44.05,IBIRITE
-22.06,-46.44,IBITIURA DE MINAS
-21.15,-44.74,IBITURUNA
-16.21,-44.9,ICARAI DE MINAS
-20.07,-44.3,IGARAPE
-19.95,-44.7,IGARATINGA
-20.17,-45.71,IGUATAMA
-21.17,-44.92,IJACI
-20.93,-45.83,ILICINEA
-19.59,-41.97,IMBE DE MINAS
-22.31,-46.32,INCONFIDENTES
-15.49,-42.19,INDAIABIRA
-19.03,-47.91,INDIANOPOLIS
-21.4,-44.91,INGAI
-19.54,-42.12,INHAPIM
-19.49,-44.39,INHAUMA
-18.72,-44.36,INIMUTABA
-19.41,-42.41,IPABA
-19.8,-41.71,IPANEMA
-19.46,-42.53,IPATINGA
-18.69,-49.94,IPIACU
-22.09,-46.19,IPUIUNA
-18.98,-47.46,IRAI DE MINAS
-19.61,-43.22,ITABIRA
-18.56,-41.23,ITABIRINHA DE MANTENA
-20.25,-43.8,ITABIRITO
-17.06,-43.3,ITACAMBIRA
-15.1,-44.09,ITACARAMBI
-20.39,-44.48,ITAGUARA
-17.4,-41.66,ITAIPE
-22.42,-45.45,ITAJUBA
-17.85,-42.85,ITAMARANDIBA
-21.41,-42.81,ITAMARATI DE MINAS
-18.03,-41.68,ITAMBACURI
-19.41,-43.32,ITAMBE DO MATO DENTRO
-21.07,-47.04,ITAMOGI
-22.28,-44.87,ITAMONTE
-22.29,-44.93,ITANHANDU
-19.17,-41.86,ITANHOMI
-16.56,-41.5,ITAOBIM
-19.9,-49.38,ITAPAGIPE
-20.47,-45.12,ITAPECERICA
-22.76,-46.22,ITAPEVA
-20.19,-44.42,ITATIAIUCU
-20.73,-46.75,ITAU DE MINAS
-20.07,-44.57,ITAUNA
-20.67,-43.61,ITAVERAVA
-16.61,-41.76,ITINGA
-19.39,-41.17,ITUETA
-18.96,-49.46,ITUIUTABA
-21.31,-44.87,ITUMIRIM
-19.72,-50.19,ITURAMA
-21.29,-44.65,ITUTINGA
-19.51,-43.74,JABOTICATUBAS
-16.14,-40.29,JACINTO
-21.01,-46.74,JACUI
-22.28,-46.61,JACUTINGA
-19.64,-42.75,JAGUARACU
-15.33,-43.67,JAIBA
-18.46,-41.8,JAMPRUCA
-15.8,-43.3,JANAUBA
-15.48,-44.36,JANUARIA
-20.14,-45.5,JAPARAIBA
-15.99,-44.27,JAPONVAR
-20.53,-43.98,JECEABA
-17.08,-42.25,JENIPAPO DE MINAS
-20.45,-42.66,JEQUERI
-17.23,-44.44,JEQUITAI
-19.23,-44.02,JEQUITIBA
-16.43,-41,JEQUITINHONHA
-21.99,-45.29,JESUANIA
-16.65,-41.03,JOAIMA
-19.17,-42.67,JOANESIA
-19.81,-43.17,JOAO MONLEVADE
-17.74,-46.17,JOAO PINHEIRO
-17.75,-44.17,JOAQUIM FELICIO
-15.9,-40.17,JORDANIA
-16.9,-42.6,JOSE GONCALVES DE MINAS
-18.21,-42.49,JOSE RAYDAN
-16.54,-42.51,JOSENOPOLIS
-19.95,-44.34,JUATUBA
-21.76,-43.35,JUIZ DE FORA
-16.84,-43.58,JURAMENTO
-21.25,-46.57,JURUAIA
-14.26,-44.16,JUVENILIA
-17.63,-41.73,LADAINHA
-18.17,-46.8,LAGAMAR
-20.02,-45.54,LAGOA DA PRATA
-16.98,-44.58,LAGOA DOS PATOS
-20.91,-44.07,LAGOA DOURADA
-18.77,-46.4,LAGOA FORMOSA
-17.83,-46.51,LAGOA GRANDE
-19.62,-43.89,LAGOA SANTA
-20.15,-41.62,LAJINHA
-21.97,-45.35,LAMBARI
-20.79,-43.47,LAMIM
-21.37,-42.47,LARANJAL
-17.88,-44.57,LASSANCE
-21.24,-45,LAVRAS
-19.71,-45.02,LEANDRO FERREIRA
-17.08,-42.69,LEME DO PRADO
-21.53,-42.64,LEOPOLDINA
-22.02,-44.32,LIBERDADE
-21.84,-43.79,LIMA DUARTE
-19.55,-50.58,LIMEIRA DO OESTE
-15.9,-44.3,LONTRA
-20.44,-42.1,LUISBURGO
-16.11,-44.58,LUISLANDIA
-21.51,-44.9,LUMINARIAS
-19.8,-45.68,LUZ
-17.07,-40.71,MACHACALIS
-21.67,-45.92,MACHADO
-21.48,-44.33,MADRE DE DEUS DE MINAS
-17.84,-42.07,MALACACHETA
-15.05,-42.94,MAMONAS
-14.75,-43.93,MANGA
-20.25,-42.03,MANHUACU
-20.35,-41.95,MANHUMIRIM
-18.78,-40.98,MANTENA
-21.86,-43.01,MAR DE ESPANHA
-19.51,-44.67,MARAVILHAS
-22.3,-45.37,MARIA DA FE
-20.37,-43.41,MARIANA
-18.5,-42.08,MARILAC
-20.05,-44.18,MARIO CAMPOS
-21.69,-42.95,MARIPA DE MINAS
-19.71,-42.73,MARLIERIA
-22.44,-45.16,MARMELOPOLIS
-19.33,-45.23,MARTINHO CAMPOS
-20.25,-41.87,MARTINS SOARES
-15.68,-40.74,MATA VERDE
-18.47,-43.06,MATERLANDIA
-19.98,-44.42,MATEUS LEME
-18.59,-41.9,MATHIAS LOBATO
-21.86,-43.31,MATIAS BARBOSA
-14.85,-43.92,MATIAS CARDOSO
-20.28,-42.34,MATIPO
-15.39,-42.86,MATO VERDE
-19.55,-44.08,MATOZINHOS
-19.22,-45.96,MATUTINA
-19.99,-46.22,MEDEIROS
-16.22,-41.47,MEDINA
-18.66,-41.4,MENDES PIMENTEL
-21.19,-43.34,MERCES
-19.22,-42.6,MESQUITA
-17.21,-42.59,MINAS NOVAS
-21.68,-44.6,MINDURI
-16.26,-44.16,MIRABELA
-20.89,-42.34,MIRADOURO
-21.19,-42.61,MIRAI
-14.74,-44.4,MIRAVANIA
-20.33,-44.05,MOEDA
-19.84,-45.41,MOEMA
-18.32,-44.11,MONJOLOS
-21.75,-45.54,MONSENHOR PAULO
-14.42,-44.36,MONTALVANIA
-18.87,-48.88,MONTE ALEGRE DE MINAS
-15.15,-42.87,MONTE AZUL
-21.32,-46.36,MONTE BELO
-18.72,-47.49,MONTE CARMELO
-16.86,-41.25,MONTE FORMOSO
-21.19,-46.98,MONTE SANTO DE MINAS
-22.43,-46.57,MONTE SIAO
-16.73,-43.86,MONTES CLAROS
-15.17,-42.49,MONTEZUMA
-18.6,-45.35,MORADA NOVA DE MINAS
-18.54,-44.6,MORRO DA GARCA
-19.21,-43.37,MORRO DO PILAR
-22.61,-46.36,MUNHOZ
-21.13,-42.36,MURIAE
-19.8,-41.43,MUTUM
-21.37,-46.52,MUZAMBINHO
-18.45,-42.24,NACIP RAYDAN
-17.83,-40.35,NANUQUE
-19.23,-42.32,NAQUE
-16.5,-46.49,NATALANDIA
-22.12,-45.51,NATERCIA
-21.21,-44.61,NAZARENO
-21.23,-45.23,NEPOMUCENO
-15.32,-41.75,NINHEIRA
-18.47,-41.01,NOVA BELEM
-19.75,-43.03,NOVA ERA
-19.98,-43.84,NOVA LIMA
-18.43,-41.5,NOVA MODICA
-19.13,-47.68,NOVA PONTE
-15.8,-43.3,NOVA PORTEIRINHA
-21.12,-46.42,NOVA RESENDE
-19.87,-44.98,NOVA SERRANA
-19.69,-43.58,NOVA UNIAO
-17.46,-41.87,NOVO CRUZEIRO
-17.41,-41.21,NOVO ORIENTE DE MINAS
-16.01,-42.4,NOVORIZONTE
-21.86,-43.93,OLARIA
-17.39,-43.57,OLHOS-D'AGUA
-22.06,-45.26,OLIMPIO NORONHA
-20.69,-44.82,OLIVEIRA
-21.33,-43.45,OLIVEIRA FORTES
-19.73,-44.8,ONCA DE PITANGUI
-20.43,-42.8,ORATORIOS
-20.5,-42.21,ORIZANIA
-20.52,-43.69,OURO BRANCO
-22.28,-46.36,OURO FINO
-20.28,-43.5,OURO PRETO
-18.07,-41.27,OURO VERDE DE MINAS
-16.36,-42.51,PADRE CARVALHO
-17.07,-41.52,PADRE PARAISO
-15.51,-43.06,PAI PEDRO
-18.9,-45.53,PAINEIRAS
-20.37,-45.66,PAINS
-21.28,-43.41,PAIVA
-21.37,-42.31,PALMA
-16.73,-40.42,PALMOPOLIS
-19.44,-44.74,PAPAGAIOS
-19.86,-44.6,PARA DE MINAS
-17.22,-46.87,PARACATU
-21.54,-45.73,PARAGUACU
-22.55,-45.78,PARAISOPOLIS
-19.27,-44.4,PARAOPEBA
-22.39,-44.96,PASSA QUATRO
-20.65,-44.49,PASSA TEMPO
-22.2,-44.23,PASSA VINTE
-19.35,-43.13,PASSABEM
-20.71,-46.61,PASSOS
-16.07,-44.08,PATIS
-18.57,-46.51,PATOS DE MINAS
-18.94,-46.99,PATROCINIO
-21.15,-42.21,PATROCINIO DO MURIAE
-20.87,-42.98,PAULA CANDIDO
-18.42,-42.86,PAULISTAS
-17.42,-40.99,PAVAO
-18.54,-42.55,PECANHA
-16,-41.29,PEDRA AZUL
-20.52,-42.33,PEDRA BONITA
-20.59,-42.71,PEDRA DO ANTA
-20.25,-45.2,PEDRA DO INDAIA
-20.83,-42.15,PEDRA DOURADA
-22.24,-45.46,PEDRALVA
-15.6,-44.39,PEDRAS DE MARIA DA CRUZ
-19.22,-47.46,PEDRINOPOLIS
-19.61,-44.04,PEDRO LEOPOLDO
-21.7,-43.74,PEDRO TEIXEIRA
-21.83,-43.12,PEQUERI
-19.63,-44.65,PEQUI
-19.95,-45.08,PERDIGAO
-19.35,-47.29,PERDIZES
-21.09,-45.09,PERDOES
-19.15,-42.23,PERIQUITO
-18.35,-41.59,PESCADOR
-21.5,-43.32,PIAU
-19.75,-42.07,PIEDADE DE CARATINGA
-20.24,-42.73,PIEDADE DE PONTE NOVA
-21.46,-44.19,PIEDADE DO RIO GRANDE
-20.47,-44.22,PIEDADE DOS GERAIS
-20.48,-45.79,PIMENTA
-19.72,-42.4,PINGO D'AGUA
-16.05,-45.15,PINTOPOLIS
-20.5,-44.48,PIRACEMA
-19.9,-48.7,PIRAJUBA
-20.68,-43.3,PIRANGA
-22.52,-45.49,PIRANGUCU
-22.4,-45.53,PIRANGUINHO
-21.65,-42.34,PIRAPETINGA
-17.34,-44.94,PIRAPORA
-21.27,-43.02,PIRAUBA
-19.68,-44.89,PITANGUI
-20.46,-45.95,PIUI
-20.13,-48.7,PLANURA
-21.78,-45.96,POCO FUNDO
-21.78,-46.56,POCOS DE CALDAS
-19.62,-41.63,POCRANE
-19.22,-44.93,POMPEU
-20.41,-42.9,PONTE NOVA
-16.63,-45.06,PONTO CHIQUE
-16.75,-41.5,PONTO DOS VOLANTES
-15.74,-43.02,PORTEIRINHA
-20.67,-43.08,PORTO FIRME
-17.8,-41.78,POTE
-22.23,-45.93,POUSO ALEGRE
-22.19,-44.97,POUSO ALTO
-21.05,-44.08,PRADOS
-19.3,-48.92,PRATA
-20.74,-46.86,PRATAPOLIS
-19.75,-46.37,PRATINHA
-20.76,-43.18,PRESIDENTE BERNARDES
-18.63,-44.05,PRESIDENTE JUSCELINO
-18.61,-43.56,PRESIDENTE KUBITSCHEK
-18.41,-46.41,PRESIDENTE OLEGARIO
-19.48,-44.15,PRUDENTE DE MORAIS
-19.27,-45.55,QUARTEL GERAL
-20.74,-43.88,QUELUZITA
-19.96,-43.8,RAPOSOS
-20.1,-42.45,RAUL SOARES
-21.52,-42.46,RECREIO
-20.21,-41.98,REDUTO
-20.92,-44.23,RESENDE COSTA
-19.32,-41.25,RESPLENDOR
-21.06,-43.76,RESSAQUINHA
-16.23,-45.99,RIACHINHO
-16,-43.04,RIACHO DOS MACHADOS
-19.76,-44.08,RIBEIRAO DAS NEVES
-21.19,-45.06,RIBEIRAO VERMELHO
-20.08,-43.78,RIO ACIMA
-20.22,-42.65,RIO CASCA
-16.6,-40.57,RIO DO PRADO
-20.24,-42.9,RIO DOCE
-20.85,-43.47,RIO ESPERA
-20.26,-44.3,RIO MANSO
-21.45,-43.12,RIO NOVO
-19.19,-46.24,RIO PARANAIBA
-15.61,-42.54,RIO PARDO DE MINAS
-19.92,-43.17,RIO PIRACICABA
-21.27,-43.17,RIO POMBA
-22.08,-43.82,RIO PRETO
-18.29,-43,RIO VERMELHO
-21.02,-44.31,RITAPOLIS
-21.63,-43.02,ROCHEDO DE MINAS
-21.2,-42.86,RODEIRO
-18.88,-47.58,ROMARIA
-20.97,-42.51,ROSARIO DA LIMEIRA
-16.4,-42.26,RUBELITA
-16.37,-40.53,RUBIM
-19.88,-43.8,SABARA
-18.66,-43.08,SABINOPOLIS
-19.86,-47.44,SACRAMENTO
-16.17,-42.29,SALINAS
-16,-39.94,SALTO DA DIVISA
-19.95,-43.41,SANTA BARBARA
-19.97,-42.14,SANTA BARBARA DO LESTE
-21.95,-43.7,SANTA BARBARA DO MONTE VERDE
-21.24,-43.55,SANTA BARBARA DO TUGURIO
-21.12,-44.22,SANTA CRUZ DE MINAS
-16.09,-41.74,SANTA CRUZ DE SALINAS
-20.23,-42.81,SANTA CRUZ DO ESCALVADO
-18.82,-42.44,SANTA EFIGENIA DE MINAS
-16.69,-45.41,SANTA FE DE MINAS
-16.98,-40.68,SANTA HELENA DE MINAS
-19.3,-47.52,SANTA JULIANA
-19.77,-43.85,SANTA LUZIA
-20.38,-42.25,SANTA MARGARIDA
-19.44,-43.11,SANTA MARIA DE ITABIRA
-16.24,-40.14,SANTA MARIA DO SALTO
-18.19,-42.41,SANTA MARIA DO SUACUI
-22.02,-46.33,SANTA RITA DE CALDAS
-21.56,-43.91,SANTA RITA DE IBITIPOCA
-22.14,-44.09,SANTA RITA DE JACUTINGA
-19.87,-42.13,SANTA RITA DE MINAS
-19.36,-41.38,SANTA RITA DO ITUETO
-22.25,-45.7,SANTA RITA DO SAPUCAI
-19.53,-45.96,SANTA ROSA DA SERRA
-18.83,-50.12,SANTA VITORIA
-21.24,-45.5,SANTANA DA VARGEM
-21.28,-42.55,SANTANA DE CATAGUASES
-19,-44.04,SANTANA DE PIRAPAMA
-21.95,-43.16,SANTANA DO DESERTO
-21.6,-44.1,SANTANA DO GARAMBEU
-20.89,-45.13,SANTANA DO JACARE
-20.1,-41.92,SANTANA DO MANHUACU
-19.36,-42.56,SANTANA DO PARAISO
-19.16,-43.71,SANTANA DO RIACHO
-20.78,-43.69,SANTANA DOS MONTES
-20.94,-44.91,SANTO ANTONIO DO AMPARO
-21.75,-42.81,SANTO ANTONIO DO AVENTUREIRO
-20.31,-42.6,SANTO ANTONIO DO GRAMA
-18.46,-43.3,SANTO ANTONIO DO ITAMBE
-16.53,-40.17,SANTO ANTONIO DO JACINTO
-20.08,-45.29,SANTO ANTONIO DO MONTE
-15.33,-42.62,SANTO ANTONIO DO RETIRO
-19.22,-43.25,SANTO ANTONIO DO RIO ABAIXO
-18.29,-44.22,SANTO HIPOLITO
-21.45,-43.55,SANTOS DUMONT
-21.58,-45.07,SAO BENTO ABADE
-20.62,-43.94,SAO BRAS DO SUACUI
-19.52,-42.01,SAO DOMINGOS DAS DORES
-19.86,-42.96,SAO DOMINGOS DO PRATA
-18.59,-41.48,SAO FELIX DE MINAS
-15.94,-44.86,SAO FRANCISCO
-20.71,-44.98,SAO FRANCISCO DE PAULA
-19.86,-49.77,SAO FRANCISCO DE SALES
-20.78,-42.26,SAO FRANCISCO DO GLORIA
-20.92,-42.83,SAO GERALDO
-18.83,-42.28,SAO GERALDO DA PIEDADE
-18.9,-41.36,SAO GERALDO DO BAIXIO
-18.33,-45.83,SAO GONCALO DO ABAETE
-19.98,-44.85,SAO GONCALO DO PARA
-19.82,-43.36,SAO GONCALO DO RIO ABAIXO
-18,-43.39,SAO GONCALO DO RIO PRETO
-21.89,-45.59,SAO GONCALO DO SAPUCAI
-19.31,-46.04,SAO GOTARDO
-20.64,-46.5,SAO JOAO BATISTA DO GLORIA
-16.85,-44.35,SAO JOAO DA LAGOA
-21.93,-45.92,SAO JOAO DA MATA
-15.92,-44,SAO JOAO DA PONTE
-14.88,-44.09,SAO JOAO DAS MISSOES
-21.13,-44.26,SAO JOAO DEL REI
-20.39,-42.15,SAO JOAO DO MANHUACU
-18.72,-41.16,SAO JOAO DO MANTENINHA
-19.33,-42.15,SAO JOAO DO ORIENTE
-16.54,-44.51,SAO JOAO DO PACUI
-15.31,-42.01,SAO JOAO DO PARAISO
-18.54,-42.76,SAO JOAO EVANGELISTA
-21.54,-43.01,SAO JOAO NEPOMUCENO
-20.04,-44.27,SAO JOAQUIM DE BICAS
-20.71,-46.31,SAO JOSE DA BARRA
-19.7,-43.95,SAO JOSE DA LAPA
-18.32,-42.14,SAO JOSE DA SAFIRA
-19.71,-44.55,SAO JOSE DA VARGINHA
-22.32,-45.52,SAO JOSE DO ALEGRE
-18.47,-41.38,SAO JOSE DO DIVINO
-19.92,-42.7,SAO JOSE DO GOIABAL
-18.27,-42.67,SAO JOSE DO JACURI
-20,-41.74,SAO JOSE DO MANTIMENTO
-22.11,-45.05,SAO LOURENCO
-20.7,-42.71,SAO MIGUEL DO ANTA
-21.12,-46.61,SAO PEDRO DA UNIAO
-18.36,-42.6,SAO PEDRO DO SUACUI
-20.17,-42.52,SAO PEDRO DOS FERROS
-16.36,-45.06,SAO ROMAO
