LATITUDE,LONGITUDE,MUNICIPIO
-3.89,-38.68,MARANGUAPE
-3.12,-40.14,MARCO
-3.22,-40.69,MARTINOPOLE
-3.52,-40.34,MASSAPE
-7.38,-38.77,MAURITI
-3.54,-40.45,MERUOCA
-7.31,-38.94,MILAGRES
-5.67,-39.19,MILHA
-3.56,-39.97,MIRAIMA
-7.25,-39.14,MISSAO VELHA
-5.74,-39.62,MOMBACA
-4.78,-40.06,MONSENHOR TABOSA
-5.1,-38.37,MORADA NOVA
-3.46,-40.68,MORAUJO
-3.22,-40.12,MORRINHOS
-3.9,-40.74,MUCAMBO
-4.3,-38.99,MULUNGU
-7.09,-39.68,NOVA OLINDA
-4.7,-40.56,NOVA RUSSAS
-5.53,-40.77,NOVO ORIENTE
-4.49,-38.59,OCARA
-6.24,-38.91,OROS
-4.17,-38.46,PACAJUS
-3.98,-38.62,PACATUBA
-4.22,-38.92,PACOTI
-3.98,-40.69,PACUJA
-4.74,-37.95,PALHANO
-4.15,-38.84,PALMACIA
-3.41,-39.03,PARACURU
-3.43,-39.14,PARAIPABA
-6.21,-40.69,PARAMBU
-4.09,-39.23,PARAMOTI
-5.45,-39.71,PEDRA BRANCA
-7.82,-39.07,PENAFORTE
-3.79,-39.27,PENTECOSTE
-6.04,-38.46,PEREIRO
-4.02,-38.3,PINDORETAMA
-5.8,-39.41,PIQUET CARNEIRO
-4.24,-40.64,PIRES FERREIRA
-4.74,-40.92,PORANGA
-7.53,-39.11,PORTEIRAS
-7.09,-40.02,POTENGI
-5.66,-38.25,POTIRETAMA
-5.84,-40.7,QUITERIANOPOLIS
-4.97,-39.01,QUIXADA
-6.25,-39.2,QUIXELO
-5.19,-39.29,QUIXERAMOBIM
-5.07,-37.98,QUIXERE
-4.22,-38.73,REDENCAO
-4.14,-40.58,RERIUTABA
-4.94,-37.97,RUSSAS
-6.54,-39.9,SABOEIRO
-7.28,-40.45,SALITRE
-4.33,-40.15,SANTA QUITERIA
-3.46,-40.21,SANTANA DO ACARAU
-7.18,-39.73,SANTANA DO CARIRI
-4.04,-40.86,SAO BENEDITO
-3.6,-38.96,SAO GONCALO DO AMARANTE
-5.27,-38.27,SAO JOAO DO JAGUARIBE
-3.67,-39.24,SAO LUIS DO CURU
-5.58,-39.37,SENADOR POMPEU
-3.35,-40.46,SENADOR SA
-3.68,-40.35,SOBRAL
-5.73,-39,SOLONOPOLE
-5.24,-38.13,TABULEIRO DO NORTE
-4.83,-40.32,TAMBORIL
-6.68,-39.76,TARRAFAS
-6,-40.29,TAUA
-3.98,-39.58,TEJUCUOCA
-3.73,-40.99,TIANGUA
-3.27,-39.26,TRAIRI
-3.58,-39.43,TURURU
-3.85,-40.92,UBAJARA
-6.64,-38.7,UMARI
-3.67,-39.35,UMIRIM
-3.62,-39.5,URUBURETAMA
-3.31,-40.55,URUOCA
-4.19,-40.47,VARJOTA
-6.78,-39.29,VARZEA ALEGRE
-3.56,-41.09,VICOSA DO CEARA
-15.78,-47.93,BRASILIA
-20.07,-41.12,AFONSO CLAUDIO
-18.54,-40.97,AGUA DOCE DO NORTE
-18.98,-40.74,AGUIA BRANCA
-20.76,-41.53,ALEGRE
-20.63,-40.75,ALFREDO CHAVES
-19.05,-41.01,ALTO RIO NOVO
-20.79,-40.65,ANCHIETA
-21.15,-41.56,APIACA
-19.82,-40.27,ARACRUZ
-20.91,-41.19,ATILIO VIVACQUA
-19.51,-41.01,BAIXO GUANDU
-18.75,-40.89,BARRA DE SAO FRANCISCO
-18.54,-40.29,BOA ESPERANCA
-21.11,-41.67,BOM JESUS DO NORTE
-20.14,-41.29,BREJETUBA
-20.84,-41.11,CACHOEIRO DE ITAPEMIRIM
-20.26,-40.42,CARIACICA
-20.6,-41.18,CASTELO
-19.53,-40.63,COLATINA
-18.59,-39.73,CONCEICAO DA BARRA
-20.36,-41.24,CONCEICAO DO CASTELO
-20.62,-41.68,DIVINO DE SAO LOURENCO
-20.36,-40.65,DOMINGOS MARTINS
-20.68,-41.84,DORES DO RIO PRETO
-18.37,-40.83,ECOPORANGA
-19.93,-40.4,FUNDAO
-20.77,-41.67,GUACUI
-20.65,-40.51,GUARAPARI
-20.23,-41.51,IBATIBA
-19.83,-40.37,IBIRACU
-20.54,-41.66,IBITIRAMA
-20.79,-40.81,ICONHA
-20.34,-41.64,IRUPI
-19.8,-40.85,ITAGUACU
-21.01,-40.83,ITAPEMIRIM
-19.87,-40.87,ITARANA
-20.34,-41.53,IUNA
-18.9,-40.07,JAGUARE
-20.78,-41.39,JERONIMO MONTEIRO
-19.75,-40.38,JOAO NEIVA
-19.89,-41.05,LARANJA DA TERRA
-19.39,-40.07,LINHARES
-18.86,-41.12,MANTENOPOLIS
-21.04,-40.82,MARATAIZES
-20.41,-40.68,MARECHAL FLORIANO
-19.41,-40.54,MARILANDIA
-21.06,-41.36,MIMOSO DO SUL
-18.12,-40.36,MONTANHA
-18.09,-40.51,MUCURICI
-20.46,-41.41,MUNIZ FREIRE
-20.95,-41.34,MUQUI
-18.71,-40.4,NOVA VENECIA
-19.22,-40.85,PANCAS
-18.03,-40.15,PEDRO CANARIO
-18.38,-40.12,PINHEIROS
-20.83,-40.72,PIUMA
-18.12,-40.54,PONTO BELO
-21.09,-41.04,PRESIDENTE KENNEDY
-19.26,-40.33,RIO BANANAL
-20.86,-40.93,RIO NOVO DO SUL
-20.1,-40.53,SANTA LEOPOLDINA
-20.04,-40.74,SANTA MARIA DE JETIBA
-19.93,-40.6,SANTA TERESA
-19.14,-40.62,SAO DOMINGOS DO NORTE
-19.01,-40.53,SAO GABRIEL DA PALHA
-21.02,-41.65,SAO JOSE DO CALCADO
-18.71,-39.85,SAO MATEUS
-19.73,-40.65,SAO ROQUE DO CANAA
-20.12,-40.3,SERRA
-19.19,-40.09,SOORETAMA
-20.67,-41,VARGEM ALTA
-20.34,-41.13,VENDA NOVA DO IMIGRANTE
-20.39,-40.49,VIANA
-18.61,-40.61,VILA PAVAO
-18.99,-40.38,VILA VALERIO
-20.33,-40.29,VILA VELHA
-20.31,-40.33,VITORIA
-16.75,-49.43,ABADIA DE GOIAS
-16.2,-48.7,ABADIANIA
-17.39,-50.37,ACREUNA
-16.41,-50.16,ADELANDIA
-14.98,-47.78,AGUA FRIA DE GOIAS
-18.07,-48.76,AGUA LIMPA
-15.76,-48.28,AGUAS LINDAS DE GOIAS
-16.08,-48.5,ALEXANIA
-17.72,-49.48,ALOANDIA
-14.19,-49.33,ALTO HORIZONTE
-14.13,-47.51,ALTO PARAISO DE GOIAS
-14.48,-46.49,ALVORADA DO NORTE
-13.92,-49.29,AMARALINA
-16.25,-49.98,AMERICANO DO BRASIL
-16.61,-51.09,AMORINOPOLIS
-16.32,-48.95,ANAPOLIS
-18.33,-48.21,ANHANGUERA
-16.46,-49.96,ANICUNS
-16.82,-49.24,APARECIDA DE GOIANIA
-18.29,-51.14,APARECIDA DO RIO DOCE
-18.96,-51.92,APORE
-16.35,-49.68,ARACU
-15.89,-52.25,ARAGARCAS
-16.91,-49.45,ARAGOIANIA
-15.09,-50.63,ARAGUAPAZ
-16.38,-51.56,ARENOPOLIS
-14.92,-51.08,ARUANA
-16.68,-50.46,AURILANDIA
-16.46,-49.75,AVELINOPOLIS
-16.19,-52.54,BALIZA
-14.97,-48.91,BARRO ALTO
-16.97,-48.95,BELA VISTA DE GOIAS
-16.21,-52.17,BOM JARDIM DE GOIAS
-18.21,-49.74,BOM JESUS DE GOIAS
-16.61,-48.96,BONFINOPOLIS
-13.63,-49.81,BONOPOLIS
-16.43,-49.38,BRAZABRANTES
-15.24,-51.16,BRITANIA
-18.14,-49.04,BURITI ALEGRE
-16.18,-50.43,BURITI DE GOIAS
-14.47,-46.4,BURITINOPOLIS
-15.8,-46.92,CABECEIRAS
-18.76,-50.94,CACHOEIRA ALTA
-16.66,-50.64,CACHOEIRA DE GOIAS
-18.49,-49.47,CACHOEIRA DOURADA
-18.55,-51.13,CACU
-16.95,-51.81,CAIAPONIA
-17.74,-48.62,CALDAS NOVAS
-16.71,-49,CALDAZINHA
-16.76,-49.69,CAMPESTRE DE GOIAS
-13.79,-48.57,CAMPINACU
-14.31,-49.15,CAMPINORTE
-17.63,-47.78,CAMPO ALEGRE DE GOIAS
-13.03,-46.77,CAMPOS BELOS
-14.25,-49.65,CAMPOS VERDES
-15.35,-49.7,CARMO DO RIO VERDE
-18.09,-50.2,CASTELANDIA
-18.17,-47.94,CATALAO
-16.44,-49.49,CATURAI
-13.79,-47.45,CAVALCANTE
-15.3,-49.59,CERES
-16.97,-49.77,CEZARINA
-18.4,-52.54,CHAPADAO DO CEU
-16.07,-47.92,CIDADE OCIDENTAL
-15.79,-48.77,COCALZINHO DE GOIAS
-14.15,-48.07,COLINAS DO SUL
-16.29,-50.54,CORREGO DO OURO
-15.92,-48.8,CORUMBA DE GOIAS
-18.14,-48.56,CORUMBAIBA
-16.76,-47.61,CRISTALINA
-17.19,-48.7,CRISTIANOPOLIS
-14.54,-49.96,CRIXAS
-17.28,-49.38,CROMINIA
-18.26,-48.15,CUMARI
-14.56,-46.17,DAMIANOPOLIS
-16.25,-49.37,DAMOLANDIA
-18.15,-47.56,DAVINOPOLIS
-16.23,-51.25,DIORAMA
-13.29,-46.39,DIVINOPOLIS DE GOIAS
-16.72,-52.31,DOVERLANDIA
-17.42,-49.66,EDEALINA
-17.33,-49.93,EDEIA
-13.86,-49.07,ESTRELA DO NORTE
-15.44,-50.36,FAINA
-16.18,-50.78,FAZENDA NOVA
-16.58,-50.3,FIRMINOPOLIS
-14.44,-47.05,FLORES DE GOIAS
-15.53,-47.33,FORMOSA
-13.65,-48.88,FORMOSO
-16.51,-49.02,GOIANAPOLIS
-18.13,-48.08,GOIANDIRA
-15.31,-49.11,GOIANESIA
-16.67,-49.25,GOIANIA
-16.49,-49.42,GOIANIRA
-15.93,-50.14,GOIAS
-18.01,-49.35,GOIATUBA
-18.64,-50.06,GOUVELANDIA
-16.83,-49.53,GUAPO
-15.61,-50.02,GUARAITA
-13.93,-46.48,GUARANI DE GOIAS
-14.73,-49.7,GUARINOS
-15.71,-49.82,HEITORAI
-16.96,-49.22,HIDROLANDIA
-14.72,-49.46,HIDROLINA
-14.09,-46.63,IACIARA
-18.48,-49.98,INACIOLANDIA
-17.14,-49.98,INDIARA
-16.35,-49.49,INHUMAS
-17.72,-48.16,IPAMERI
-16.44,-51.11,IPORA
-16.31,-50.9,ISRAELANDIA
-16.02,-49.81,ITABERAI
-15.91,-49.6,ITAGUARI
-15.75,-49.63,ITAGUARU
-19.06,-51.54,ITAJA
-14.95,-49.54,ITAPACI
-15.82,-50.61,ITAPIRAPUA
-15.56,-49.94,ITAPURANGA
-18.76,-51.34,ITARUMA
-16.2,-49.6,ITAUCU
-18.42,-49.21,ITUMBIARA
-16.6,-50.79,IVOLANDIA
-17.04,-50.14,JANDAIA
-15.75,-49.33,JARAGUA
-17.88,-51.71,JATAI
-16.17,-50.95,JAUPACI
-15.95,-49.37,JESUPOLIS
-17.8,-49.61,JOVIANIA
-15.86,-50.86,JUSSARA
-16.61,-48.74,LEOPOLDO DE BULHOES
-16.25,-47.95,LUZIANIA
-17.29,-49.49,MAIRIPOTABA
-14.48,-46.11,MAMBAI
-14.01,-49.17,MARA ROSA
-17.98,-48.64,MARZAGAO
-15.44,-50.74,MATRINCHA
-17.97,-50.33,MAURILANDIA
-15.05,-48.16,MIMOSO DE GOIAS
-13.53,-48.22,MINACU
-17.56,-52.55,MINEIROS
-16.54,-50.73,MOIPORA
-13.25,-46.9,MONTE ALEGRE DE GOIAS
-16,-51.39,MONTES CLAROS DE GOIAS
-17.44,-51.17,MONTIVIDIU
-13.11,-48.6,MONTIVIDIU DO NORTE
-17.73,-49.1,MORRINHOS
-15.32,-50.05,MORRO AGUDO DE GOIAS
-16.12,-50.21,MOSSAMEDES
-14.74,-50.57,MOZARLANDIA
-13.77,-50.28,MUNDO NOVO
-13.73,-49.27,MUTUNOPOLIS
-16.58,-49.88,NAZARIO
-16.4,-49.21,NEROPOLIS
-14.47,-48.46,NIQUELANDIA
-15.02,-49.89,NOVA AMERICA
-18.05,-48.25,NOVA AURORA
-14.09,-50.32,NOVA CRIXAS
-15.14,-49.57,NOVA GLORIA
-14.28,-49.38,NOVA IGUACU DE GOIAS
-13.74,-46.88,NOVA ROMA
-16.37,-49.32,NOVA VENEZA
-16.03,-50.71,NOVO BRASIL
-16.05,-48.03,NOVO GAMA
-13.24,-49.5,NOVO PLANALTO
-17.03,-48.29,ORIZONA
-16.22,-49.19,OURO VERDE DE GOIAS
-18.23,-47.83,OUVIDOR
-15.16,-48.28,PADRE BERNARDO
-16.73,-51.53,PALESTINA DE GOIAS
-16.8,-49.92,PALMEIRAS DE GOIAS
-17.32,-48.42,PALMELO
-16.79,-50.16,PALMINOPOLIS
-18.17,-49.35,PANAMA
-18.91,-50.65,PARANAIGUARA
-16.94,-50.44,PARAUNA
-17.52,-52.06,PEROLANDIA
-16.09,-49.33,PETROLINA DE GOIAS
-14.76,-49.57,PILAR DE GOIAS
-17.3,-49.01,PIRACANJUBA
-16.42,-51.82,PIRANHAS
-15.85,-48.95,PIRENOPOLIS
-17.3,-48.28,PIRES DO RIO
-15.45,-47.61,PLANALTINA
-17.52,-49.44,PONTALINA
-13.44,-49.14,PORANGATU
-17.81,-50.16,PORTEIRAO
-17.35,-52.67,PORTELANDIA
-14.09,-46.36,POSSE
-17.25,-49.24,PROFESSOR JAMIL
-18.44,-50.45,QUIRINOPOLIS
-15.31,-49.58,RIALMA
-15.44,-49.51,RIANAPOLIS
-17.77,-48.77,RIO QUENTE
-17.79,-50.92,RIO VERDE
-15.16,-49.8,RUBIATABA
-16.19,-50.31,SANCLERLANDIA
-16.57,-49.69,SANTA BARBARA DE GOIAS
-17.31,-48.48,SANTA CRUZ DE GOIAS
-15.76,-51.1,SANTA FE DE GOIAS
-17.81,-50.59,SANTA HELENA DE GOIAS
-15.29,-49.42,SANTA ISABEL
-17.32,-53.2,SANTA RITA DO ARAGUAIA
-15.13,-49.12,SANTA RITA DO NOVO DESTINO
-16.08,-49.49,SANTA ROSA DE GOIAS
-13.71,-49.01,SANTA TEREZA DE GOIAS
-14.43,-49.7,SANTA TEREZINHA DE GOIAS
-17.56,-50.63,SANTO ANTONIO DA BARRA
-16.48,-49.31,SANTO ANTONIO DE GOIAS
-15.94,-48.25,SANTO ANTONIO DO DESCOBERTO
-13.39,-46.31,SAO DOMINGOS
-15.93,-49.26,SAO FRANCISCO DE GOIAS
-16.81,-50.41,SAO JOAO DA PARAUNA
-14.7,-47.52,SAO JOAO D'ALIANCA
-16.52,-50.37,SAO LUIS DE MONTES BELOS
-14.86,-49.32,SAO LUIZ DO NORTE
-13.27,-50.16,SAO MIGUEL DO ARAGUAIA
-17.05,-48.66,SAO MIGUEL DO PASSA QUATRO
-15.35,-49.81,SAO PATRICIO
-18.99,-50.54,SAO SIMAO
-16.7,-49.09,SENADOR CANEDO
-18.3,-51.96,SERRANOPOLIS
-16.65,-48.6,SILVANIA
-14.47,-46.48,SIMOLANDIA
-14.8,-46.25,SITIO D'ABADIA
-16.05,-49.6,TAQUARAL DE GOIAS
-13.77,-47.26,TERESINA DE GOIAS
-16.39,-49.08,TEREZOPOLIS DE GOIAS
-18.35,-47.78,TRES RANCHOS
-16.64,-49.48,TRINDADE
-13.5,-48.74,TROMBAS
-16.61,-50.13,TURVANIA
-17.85,-50.3,TURVELANDIA
-14.28,-49.92,UIRAPURU
-14.52,-49.14,URUACU
-15.49,-49.68,URUANA
-17.46,-48.2,URUTAI
-16.06,-47.97,VALPARAISO DE GOIAS
-17.04,-49.63,VARJAO
-16.74,-48.51,VIANOPOLIS
-17.73,-49.8,VICENTINOPOLIS
-15.03,-47.05,VILA BOA
-15.45,-48.88,VILA PROPICIO
-4.94,-47.5,ACAILANDIA
-4.13,-43.32,AFONSO CUNHA
-2.84,-42.11,AGUA DOCE DO MARANHAO
-2.4,-44.41,ALCANTARA
-4.62,-43.47,ALDEIAS ALTAS
-4.16,-45.47,ALTAMIRA DO MARANHAO
-4.21,-44.44,ALTO ALEGRE DO MARANHAO
-3.69,-45.9,ALTO ALEGRE DO PINDARE
-9.11,-45.93,ALTO PARNAIBA
-1.56,-45.93,AMAPA DO MARANHAO
-5.56,-46.74,AMARANTE DO MARANHAO
-3.26,-44.62,ANAJATUBA
-3.67,-43.11,ANAPURUS
-1.46,-45.1,APICUM-ACU
-2.95,-45.66,ARAGUANA
-2.89,-41.9,ARAIOSES
-4.73,-45.9,ARAME
-3.45,-44.78,ARARI
-2.83,-44.05,AXIXA
-4.22,-44.78,BACABAL
-2.97,-44.31,BACABEIRA
-1.7,-45.13,BACURI
-2.7,-44.73,BACURITUBA
-7.53,-46.03,BALSAS
-6.75,-43.02,BARAO DE GRAJAU
-5.5,-45.24,BARRA DO CORDA
-2.74,-42.82,BARREIRINHAS
-3.73,-45.31,BELA VISTA DO MARANHAO
-3.15,-43.51,BELAGUA
-7.22,-44.55,BENEDITO LEITE
-2.44,-44.78,BEQUIMAO
-4.58,-44.76,BERNARDO DO MEARIM
-1.78,-46.3,BOA VISTA DO GURUPI
-3.56,-45.99,BOM JARDIM
-4.42,-46.76,BOM JESUS DAS SELVAS
-4.22,-45.03,BOM LUGAR
-3.68,-42.75,BREJO
-4.08,-45.49,BREJO DE AREIA
-3.94,-42.92,BURITI
-5.83,-43.83,BURITI BRAVO
-4.34,-46.4,BURITICUPU
-5.59,-47.01,BURITIRANA
-2.92,-44.05,CACHOEIRA GRANDE
-2.88,-44.67,CAJAPIO
-3.32,-45.01,CAJARI
-6.17,-47.36,CAMPESTRE DO MARANHAO
-1.44,-45.71,CANDIDO MENDES
-3.63,-44.37,CANTANHEDE
-4.72,-44.32,CAPINZAL DO NORTE
-7.33,-47.46,CAROLINA
-1.19,-46.02,CARUTAPERA
-4.85,-43.35,CAXIAS
-2,-44.53,CEDRAL
-2.19,-44.82,CENTRAL DO MARANHAO
-2.36,-46,CENTRO DO GUILHERME
-2.1,-46.12,CENTRO NOVO DO MARANHAO
-3.74,-43.36,CHAPADINHA
-5.17,-47.78,CIDELANDIA
-4.45,-43.88,CODO
-4.25,-43.01,COELHO NETO
-6.02,-44.24,COLINAS
-3.83,-44.89,CONCEICAO DO LAGO-ACU
-4.13,-44.12,COROATA
-1.82,-44.86,CURURUPU
-5.55,-47.42,DAVINOPOLIS
-5.03,-44.43,DOM PEDRO
-4.15,-42.94,DUQUE BACELAR
-4.88,-44.68,ESPERANTINOPOLIS
-6.56,-47.45,ESTREITO
-6.96,-46.68,FEIRA NOVA DO MARANHAO
-6.15,-44.89,FERNANDO FALCAO
-6.43,-46.19,FORMOSA DA SERRA NEGRA
-6.96,-46.17,FORTALEZA DOS NOGUEIRAS
-5.73,-44.15,FORTUNA
-1.4,-45.78,GODOFREDO VIANA
-5.15,-44.29,GONCALVES DIAS
-5.02,-44.27,GOVERNADOR ARCHER
-5.74,-47.36,GOVERNADOR EDISON LOBAO
-5.32,-44.24,GOVERNADOR EUGENIO BARROS
-5.46,-44.07,GOVERNADOR LUIZ ROCHA
-3.42,-45.67,GOVERNADOR NEWTON BELLO
-2.12,-45.88,GOVERNADOR NUNES FREIRE
-5.41,-44.33,GRACA ARANHA
-5.81,-46.13,GRAJAU
-2.13,-44.6,GUIMARAES
-2.59,-43.46,HUMBERTO DE CAMPOS
-2.77,-44.06,ICATU
-3.66,-45.22,IGARAPE DO MEIO
-4.58,-44.85,IGARAPE GRANDE
-5.52,-47.47,IMPERATRIZ
-5.14,-45.79,ITAIPAVA DO GRAJAU
-3.39,-44.35,ITAPECURU MIRIM
-4.45,-47.52,ITINGA DO MARANHAO
-5.81,-44.22,JATOBA
-5.37,-45.63,JENIPAPO DOS VIEIRAS
-5.44,-47.4,JOAO LISBOA
-4.96,-44.7,JOSELANDIA
-1.84,-46.09,JUNCO DO MARANHAO
-4.28,-45.24,LAGO DA PEDRA
-4.44,-44.93,LAGO DO JUNCO
-4.49,-44.89,LAGO DOS RODRIGUES
-3.95,-44.82,LAGO VERDE
-6.04,-43.52,LAGOA DO MATO
-4.81,-45.33,LAGOA GRANDE DO MARANHAO
-6.18,-47.03,LAJEADO NOVO
-4.52,-44.46,LIMA CAMPOS
-7.08,-45.14,LORETO
-1.26,-45.87,LUIS DOMINGUES
-3.39,-42.2,MAGALHAES DE ALMEIDA
-2.04,-45.95,MARACACUME
-4.59,-45.57,MARAJA DO SENA
-2.31,-45.84,MARANHAOZINHO
-3.62,-43.11,MATA ROMA
-3.1,-45.03,MATINHA
-5.51,-43.19,MATOES
-3.63,-44.55,MATOES DO NORTE
-3.58,-42.6,MILAGRES DO MARANHAO
-6.37,-44.36,MIRADOR
-3.56,-44.58,MIRANDA DO NORTE
-2.06,-44.78,MIRINZAL
-3.49,-45.25,MONCAO
-5.83,-47.06,MONTES ALTOS
-2.86,-44.03,MORROS
-3.46,-43.9,NINA RODRIGUES
-7.11,-46.25,NOVA COLINAS
-6.73,-44.04,NOVA IORQUE
-2.84,-45.69,NOVA OLINDA DO MARANHAO
-3.94,-45.11,OLHO D'AGUA DAS CUNHAS
-2.99,-44.99,OLINDA NOVA DO MARANHAO
-2.53,-44.1,PACO DO LUMIAR
-2.64,-44.89,PALMEIRANDIA
-6.43,-43.98,PARAIBANO
-5.68,-43.09,PARNARAMA
-6.18,-43.78,PASSAGEM FRANCA
-6.6,-44.07,PASTOS BONS
-2.71,-42.53,PAULINO NEVES
-4.18,-45.2,PAULO RAMOS
-4.56,-44.59,PEDREIRAS
-2.97,-45.34,PEDRO DO ROSARIO
-3.29,-45.17,PENALVA
-2.57,-44.85,PERI MIRIM
-4.38,-44.33,PERITORO
-3.6,-45.34,PINDARE MIRIM
-2.52,-45.08,PINHEIRO
-3.87,-45.28,PIO XII
-3.72,-44.22,PIRAPEMAS
-4.67,-44.89,POCAO DE PEDRAS
-6.33,-47.39,PORTO FRANCO
-1.89,-44.6,PORTO RICO DO MARANHAO
-5.29,-44.49,PRESIDENTE DUTRA
-2.92,-44.06,PRESIDENTE JUSCELINO
-2.38,-45.82,PRESIDENTE MEDICI
-2.59,-45.36,PRESIDENTE SARNEY
-3.4,-44.02,PRESIDENTE VARGAS
-2.51,-43.43,PRIMEIRA CRUZ
-2.42,-44.1,RAPOSA
-7.36,-46.61,RIACHAO
-5.93,-47.38,RIBAMAR FIQUENE
-2.93,-44.23,ROSARIO
-7.14,-45.34,SAMBAIBA
-5.5,-44.56,SANTA FILOMENA DO MARANHAO
-2.23,-45.3,SANTA HELENA
-3.66,-45.38,SANTA INES
-4.06,-45.69,SANTA LUZIA
-2.62,-45.77,SANTA LUZIA DO PARUA
-3.51,-42.54,SANTA QUITERIA DO MARANHAO
-3.14,-44.32,SANTA RITA
-3.11,-42.41,SANTANA DO MARANHAO
-2.5,-43.25,SANTO AMARO DO MARANHAO
-4.86,-44.36,SANTO ANTONIO DOS LOPES
-3.33,-43.52,SAO BENEDITO DO RIO PRETO
-2.69,-44.82,SAO BENTO
-3.36,-42.41,SAO BERNARDO
-6.81,-44.64,SAO DOMINGOS DO AZEITAO
-5.57,-44.38,SAO DOMINGOS DO MARANHAO
-7.08,-44.81,SAO FELIX DE BALSAS
-5.12,-47.38,SAO FRANCISCO DO BREJAO
-6.25,-42.85,SAO FRANCISCO DO MARANHAO
-2.95,-44.8,SAO JOAO BATISTA
-3.55,-46.25,SAO JOAO DO CARU
-6.46,-47.05,SAO JOAO DO PARAISO
-5.11,-43.81,SAO JOAO DO SOTER
-6.49,-43.7,SAO JOAO DOS PATOS
-2.56,-44.05,SAO JOSE DE RIBAMAR
-5.05,-44.58,SAO JOSE DOS BASILIOS
-2.53,-44.3,SAO LUIS
-4.38,-44.67,SAO LUIS GONZAGA DO MARANHAO
-4.04,-44.47,SAO MATEUS DO MARANHAO
-5.08,-48.42,SAO PEDRO DA AGUA BRANCA
-6.82,-46.53,SAO PEDRO DOS CRENTES
-7.02,-45.48,SAO RAIMUNDO DAS MANGABEIRAS
-5.1,-45.07,SAO RAIMUNDO DO DOCA BEZERRA
-5.02,-44.99,SAO ROBERTO
-2.89,-44.88,SAO VICENTE FERRER
-3.84,-45.16,SATUBINHA
-5.25,-44.05,SENADOR ALEXANDRE COSTA
-5.44,-47.29,SENADOR LA ROCQUE
-1.85,-45.12,SERRANO DO MARANHAO
-5.87,-46.69,SITIO NOVO
-6.47,-44.19,SUCUPIRA DO NORTE
-6.41,-43.54,SUCUPIRA DO RIACHAO
-8.47,-45.74,TASSO FRAGOSO
-4.25,-43.94,TIMBIRAS
-5.09,-42.83,TIMON
-4.53,-44.62,TRIZIDELA DO VALE
-3.72,-45.55,TUFILANDIA
-5.25,-44.64,TUNTUM
-1.66,-45.37,TURIACU
-2.2,-45.34,TURILANDIA
-2.76,-42.27,TUTOIA
-3.2,-43.4,URBANO SANTOS
-3.54,-43.91,VARGEM GRANDE
-3.22,-45,VIANA
-4.98,-47.99,VILA NOVA DOS MARTIRIOS
-3.46,-44.87,VITORIA DO MEARIM
-4.04,-45.23,VITORINO FREIRE
-3.24,-45.82,ZE DOCA
-18.48,-47.4,ABADIA DOS DOURADOS
-19.16,-45.44,ABAETE
-20.3,-42.47,ABRE CAMPO
-20.36,-43.14,ACAIACA
-19.07,-42.54,ACUCENA
-17.99,-42.38,AGUA BOA
-20.05,-48.1,AGUA COMPRIDA
-20.94,-45.39,AGUANIL
-17.08,-40.93,AGUAS FORMOSAS
-15.74,-41.46,AGUAS VERMELHAS
-19.49,-41.06,AIMORES
-21.97,-44.6,AIURUOCA
-22.17,-44.64,ALAGOA
-22.2,-46.61,ALBERTINA
-21.88,-42.7,ALEM PARAIBA
-21.42,-45.94,ALFENAS
-21.14,-43.77,ALFREDO VASCONCELOS
-16.18,-40.69,ALMENARA
-18.97,-41.97,ALPERCATA
-20.86,-46.38,ALPINOPOLIS
-21.24,-46.14,ALTEROSA
-20.52,-41.89,ALTO CAPARAO
-20.42,-41.96,ALTO JEQUITIBA
-21.02,-43.41,ALTO RIO DOCE
-19.41,-41.72,ALVARENGA
-20.1,-43.04,ALVINOPOLIS
-18.73,-43.36,ALVORADA DE MINAS
-20.5,-42.8,AMPARO DO SERRA
-22.06,-46.56,ANDRADAS
-21.74,-44.3,ANDRELANDIA
-17.6,-42.16,ANGELANDIA
-21.31,-43.74,ANTONIO CARLOS
-19.65,-42.87,ANTONIO DIAS
-21.01,-42.1,ANTONIO PRADO DE MINAS
-19.19,-44.24,ARACAI
-21.34,-43.37,ARACITABA
-16.85,-42.07,ARACUAI
-18.64,-48.18,ARAGUARI
-21.91,-44.25,ARANTINA
-20.66,-42.52,ARAPONGA
-18.43,-49.18,ARAPORA
-19.03,-46.15,ARAPUA
-19.94,-45.16,ARAUJOS
-19.59,-46.94,ARAXA
-21.36,-46.94,ARCEBURGO
-20.28,-45.53,ARCOS
-21.35,-46.14,AREADO
-21.61,-42.83,ARGIRITA
-17.86,-42.55,ARICANDUVA
-15.91,-46.1,ARINOS
-21.31,-42.86,ASTOLFO DUTRA
-18.04,-41.11,ATALEIA
-18.1,-44.26,AUGUSTO DE LIMA
-21.95,-44.89,BAEPENDI
-19.28,-43.95,BALDIM
-20,-45.97,BAMBUI
-15.88,-40.55,BANDEIRA
-21.72,-46.38,BANDEIRA DO SUL
-19.94,-43.48,BARAO DE COCAIS
-21.24,-42.23,BARAO DE MONTE ALTO
-21.22,-43.77,BARBACENA
-20.28,-43.04,BARRA LONGA
-21.18,-43.97,BARROSO
-19.83,-43.09,BELA VISTA DE MINAS
-21.94,-43.41,BELMIRO BRAGA
-19.81,-43.95,BELO HORIZONTE
-19.22,-42.48,BELO ORIENTE
